,DistCode,Distillery,Body,Sweetness,Smoky,Medicinal,Tobacco,Honey,Spicy,Winey,Nutty,Malty,Fruity,Floral,Postcode,Latitude,Longitude,%alc,category,review_point,price,description,name
10,0,Aberfeldy,2,2,2,0,0,2,1,2,2,2,2,2,	PH15 2EB,286580,749680,40.0,Single Malt Scotch,84,90.0,"Aberfeldy distillery has added a 16 year old expression to its core range, positioned between the existing 12 and 21 year old variants. This newcomer has been finished in oloroso sherry casks, and the result is a pleasing if undemanding dram with a fresh, sweet, sherried nose, featuring orange, honey, and ginger. Smooth on the palate, with more oranges, marzipan, then milk chocolate and gentle spices. Nutty spice, increasingly bitter orange, and dark chocolate in the finish. £62","Aberfeldy 16 year old, 40%"
11,0,Aberfeldy,2,2,2,0,0,2,1,2,2,2,2,2,	PH15 2EB,286580,749680,46.0,Single Malt Scotch,84,131.0,"Distilled in 1994 and matured in a single hogshead, this 21 year old expression is part of Wemyss Malts’ 2016 Midsummer Single Cask Release. Rich, stewed fruits, honey, and allspice on the pleasing nose. Voluptuous on the palate with spicy apple and cranberry. The finish dries quite rapidly to aniseed and spicy oak. (220 bottles) £100","Wemyss Malts Banquet of Fruits 1994 (distilled at Aberfeldy), 46%"
12,0,Aberfeldy,2,2,2,0,0,2,1,2,2,2,2,2,	PH15 2EB,286580,749680,40.0,Single Malt Scotch,82,40.0,"Fresh and floral, with lively tropical fruit, honey, and vanilla. Gentle on the palate, with a slight syrupy texture to its malty foundation. Youthful, orange marmalade finish with a hint of spice. A pleasant, easy-going whisky. 
","Aberfeldy, 12 year old, 40%"
13,1,Aberlour,3,3,1,0,0,4,3,2,2,3,3,2,	AB38 9PJ,326340,842570,46.0,Single Malt Scotch,92,80.0,"This whisky packs a lot of clean, complex, and well-balanced flavors. It features a creamy, layered, malty-sweet foundation (vanilla, caramel, toffee) chock full of bright fruit (golden raisin, honeyed orchard fruit, currant), rounded out by firm, dried spice (cinnamon, nutmeg, mint) that dances on the palate. Long, warming, spicy finish. Nicely done!","Duncan Taylor “NC2” (distilled at Aberlour), 16 year old, 46%"
14,1,Aberlour,3,3,1,0,0,4,3,2,2,3,3,2,	AB38 9PJ,326340,842570,43.0,Single Malt Scotch,92,125.0,"This has a significant proportion of sherry wood and it marks a real step up from its younger stablemates. It boasts a stylish nose of old leathery cigar boxes, vanilla, and orange marmalade. Syrupy on the palate, with oranges, sweet sherry, honey, and figs. Spicy oak, caramel, citrus fruits, and aniseed in the lengthy finish.","Aberlour 18 year old, 43%"
15,1,Aberlour,3,3,1,0,0,4,3,2,2,3,3,2,	AB38 9PJ,326340,842570,43.0,Single Malt Scotch,91,100.0,"There was an Aberlour 18 on the market for a spell several years ago, aged in sherry casks, that I really enjoyed. Now we have this new 18 year old expression. There are big shoes to fill, and this whisky fills them quite nicely. Once again, the sherry is prominent throughout, with its lush fruit, velvety texture, and sweet demeanor. But it’s not cloying or sappy — the sherry blends in nicely with the rest of the flavors. Ripe orange, apricot preserve, peach cobbler, chocolate-covered caramel, and toffee, with a sprinkling of cinnamon and cocoa. Rich, silky smooth, satisfying finish. Very impressive. The Aberlour 18 year old’s reputation remains intact!","Aberlour 18 year old, 43%"
16,1,Aberlour,3,3,1,0,0,4,3,2,2,3,3,2,	AB38 9PJ,326340,842570,59.0,Single Malt Scotch,90,60.0,"Amber, with shades of ruby and gold. Aromas of complex ripe fruit (golden raisins, marmalade, cherries, apples), toffee, treacle, and hint of mint. Full, rich texture and body-almost chewy. Flavors of lush fruit drenched with honey and caramel. Long, warming, slightly spicy finish. I'm so happy to see this fine whisky finally imported to the U.S. after being available in its homeland now for about two years. The name a'bunadh literally means ""the origin"" in Gaelic, and it produced in the style of Aberlour back in the late 1800s-at the natural strength and not chill filtered. It certainly is an exciting whisky, produced in small batches (mine was Batch #6) from select oloroso sherry casks. I've noticed a slight variation in color from one batch to the next, largely due to the types of sherry casks selected.","Aberlour a'bunadh, 59.9%"
17,1,Aberlour,3,3,1,0,0,4,3,2,2,3,3,2,	AB38 9PJ,326340,842570,43.0,Single Malt Scotch,90,55.0,"Double cask matured. More subtle and complex than the new 12 year old, and not as sweet. Creamy in texture and floral on the nose, with dried vanilla, gentle spice, nectarine, kiwi, plum, and lemon gum drops. Soft, elegant finish with a hint of mint. Great balance of a variety of flavors and lots of finesse. A well-crafted whisky!","Aberlour 16 year old, 43%"
18,1,Aberlour,3,3,1,0,0,4,3,2,2,3,3,2,	AB38 9PJ,326340,842570,60.0,Single Malt Scotch,90,60.0,"Amber, with shades of ruby. Notes of complex honey-drenched fruit (sultana, marmalade, peaches, apples), toffee, treacle, and hint of mint. Full, rich texture and lush body. Long, warming, moderately spicy finish.","Aberlour a'bunadh, 60%"
19,1,Aberlour,3,3,1,0,0,4,3,2,2,3,3,2,	AB38 9PJ,326340,842570,56.0,Single Malt Scotch,89,110.0,"Matured in a bourbon hogshead. Floral nose. Soft, creamy, and elegant, with honeyed malt, custard, subtle butterscotch, and delicate fruit (orange, peach) peppered with spice (powdered vanilla, nutmeg). Well-balanced, gently dry, and easy drinking. A charming whisky (for a lazy Sunday afternoon, perhaps?)","Signatory (distilled at Aberlour), 20 year old, 1990 vintage, (Cask No. 101777), 56.1%"
20,1,Aberlour,3,3,1,0,0,4,3,2,2,3,3,2,	AB38 9PJ,326340,842570,60.0,Single Malt Scotch,89,100.0,"A’bunadh is matured entirely in Spanish oak oloroso butts, non-chill filtered, and bottled at cask strength. This edition is very rich, with dark berry notes on the nose, hazelnuts, caramel, cinnamon, and orange fondant creams. The palate is full and supple, with polished oak, honey, new leather, raisins, prunes, and a hint of cloves. Very long in the finish, with plain chocolate, black pepper, fruity spices, and oak.","Aberlour A’Bunadh (Batch 61), 60.8%"
21,1,Aberlour,3,3,1,0,0,4,3,2,2,3,3,2,	AB38 9PJ,326340,842570,40.0,Single Malt Scotch,88,80.0,"Both bourbon and sherry casks were used for aging. Stewed fruits, butterscotch, and soft spices on the nose. Silky palate delivery, with honey, dark chocolate, light sherry, and cloves. Lingering finish, with citrus and allspice.","Aberlour 16 year old, 40%"
22,1,Aberlour,3,3,1,0,0,4,3,2,2,3,3,2,	AB38 9PJ,326340,842570,40.0,Single Malt Scotch,87,55.0,"Matured in a mix of bourbon and sherry casks. It offers a nose redolent of Christmas pudding: figs, sultanas, orange, honey, and cream. Smooth on the palate with sweet spicy sherry, orchard fruits, and caramel. Raisins and plain chocolate in the lingering finish, with Jaffa orange notes to the end.","Aberlour 12 year old, 40%"
23,1,Aberlour,3,3,1,0,0,4,3,2,2,3,3,2,	AB38 9PJ,326340,842570,54.0,Single Malt Scotch,86,110.0,"A light color suggests a relaxed contact between cask and whisky, but what this lacks in terms of ‘woodiness‘ it makes up for in all-round deliciousness. Aberlour is often masked with plenty of sherry and/or bourbon oak; here the distillery character is thrust to the fore and comes out as being highly aromatic. There are candies, bubblegum, kiwi fruits, and cut flowers. The palate is vibrant with a touch of parma violet and pear juice. Altogether a little charmer.","Duncan Taylor (distilled at Aberlour) Dimensions Range 1993 18 year old, 54.3%"
24,1,Aberlour,3,3,1,0,0,4,3,2,2,3,3,2,	AB38 9PJ,326340,842570,43.0,Single Malt Scotch,84,45.0,"Double Cask matured. Fruitier, sweeter, and more straightforward than the new 16 year old. Ripe tangerine, orchard fruit, and caramel apples, all on a bed of nutty toffee. Underlying notes of cinnamon, nutmeg, and ginger, with a dusting of dark chocolate. After the sweetness fades away, there’s lingering spice and oak resin on the finish. A good alternative to Macallan 12 year old or Glenfarclas 12 year old.","Aberlour 12 year old, 43%"
25,1,Aberlour,3,3,1,0,0,4,3,2,2,3,3,2,	AB38 9PJ,326340,842570,40.0,Single Malt Scotch,84,44.0,"Somehow this 12 year old—a mix of sherry and American oak—is overlooked by malt lovers heading straight to the mental world of a’Bunadh. This is Aberlour at a crucial point in its growth: you’ve lost the maltiness of the 10 year old, but there’s none of the heavy toffee and licorice of a’Bunadh or older expressions. Here it’s sweet fruits in charge: red apple, black currant, plum. The sherry has added depth, the American oak honey. Length and balance. ","Aberlour 12 year old, 40%"
26,1,Aberlour,3,3,1,0,0,4,3,2,2,3,3,2,	AB38 9PJ,326340,842570,59.0,Single Malt Scotch,84,80.0,"Very sweet, with thick hard toffee, stewing dates and figs, molasses, and rum raisin ice cream, before some dark chocolate, dried mint, and orange peel. The palate is a different beast. It ignites on the tongue with a burst of dried pepper flakes, beneath which are cocktail bitters: gentian calamus. It begs for water, when out comes black currant jam (very Aberlour) and a little malt. Now it’s calm and hugely drinkable, and therefore even more dangerous.","Aberlour a’Bunadh (batch 50), 59.6%"
27,1,Aberlour,3,3,1,0,0,4,3,2,2,3,3,2,	AB38 9PJ,326340,842570,54.0,Single Malt Scotch,79,105.0,"Shy is the word. Pale in color, again suggestive of little cask interaction. There’s a little hint of white currant and light cereal, delicate and fragile — more fragile than the Balmenach — with a little touch of white chocolate. As it opens, out comes violet. The mouth is tense, as if everything is still baled up, even after all this time. Very light acidity gives a certain freshness that water doesn’t shake loose. Simply not enough cask. £67","Duncan Taylor Rare Auld (distilled at Aberlour) 1993 18 year old, 54.4%"
28,2,AnCnoc,1,3,2,0,0,2,0,0,2,2,3,2,	AB5 5LI,352960,839320,41.0,Single Malt Scotch,91,615.0,"Non-chill filtered and matured exclusively in bourbon casks. Very floral on the nose, with toffee and spicy new leather. Soft and slightly smoky in the mouth, with vanilla and spicy, ripe pears.  A touch of licorice leads into a long, slightly drying finish. (670 bottles)","anCnoc 35 year old Second Release, 41%"
29,2,AnCnoc,1,3,2,0,0,2,0,0,2,2,3,2,	AB5 5LI,352960,839320,46.0,Single Malt Scotch,90,65.0,"Part of anCnoc’s Peaty Collection, Cutter has been distilled from malt peated to 20.5 ppm. The result is a dram with a nose of ashy peat and medicine cabinets, backed by vanilla and canned apricots. Rich peat on the palate, with citrus fruit and crème brûlée. The slightly oily finish is long and bonfire-like.","anCnoc Cutter, 46%"
30,2,AnCnoc,1,3,2,0,0,2,0,0,2,2,3,2,	AB5 5LI,352960,839320,46.0,Single Malt Scotch,89,84.0,"This non-chill filtered vintage release was matured in a mix of American oak and Spanish oak sherry casks, and stored in traditional dunnage warehouses. Peaches and vanilla on the nose, with a hint of milk chocolate-coated Turkish Delight and background ginger. Tinned peaches in cream and more ginger on the palate, then orange notes emerge. Spicy in the long finish, with plain chocolate.","anCnoc 2002, 46%"
31,2,AnCnoc,1,3,2,0,0,2,0,0,2,2,3,2,	AB5 5LI,352960,839320,46.0,Single Malt Scotch,88,65.0,"Peated to 14.8 ppm, this expression from anCnoc’s Peaty Collection falls between Rutter and Cutter in terms of its phenolic level. Immediately smoky on the nose, with oily fudge and milky coffee. Well-balanced in the mouth, with rich flavors of peat, soft fruit, and vanilla, plus a hint of brine and iodine. The finish is lengthy, with peat embers, walnuts, and more iodine.","anCnoc Flaughter, 46%"
32,2,AnCnoc,1,3,2,0,0,2,0,0,2,2,3,2,	AB5 5LI,352960,839320,46.0,Single Malt Scotch,87,65.0,"Another expression from anCnoc’s first batch of Peaty Collection releases, this has the lowest phenolic level of the trio, at 11 ppm. Initial peatiness on the nose gives way to sliced pineapple, nougat, and spicy vanilla. Ripe apple, milk chocolate, and honey emerge out of soft peatiness on the palate. Old leather and a hint of spice in the medium-length finish.","anCnoc Rutter, 46%"
33,3,Ardbeg,4,1,4,4,0,0,2,0,1,2,1,0,	PA42 7EB,141560,646220,57.0,Single Malt Scotch,96,85.0,"Powerful, muscular, well-textured, and invigorating. Even within the realm of Ardbeg, this one stands out. The more aggressive notes of coal tar, damp kiln, anise, and smoked seaweed are supported by an array of fruit (black raspberry, black cherry, plum), dark chocolate, espresso, molasses, bacon fat, kalamata olive, and warming cinnamon on the finish. Quite stunning!","Ardbeg Corryvreckan, 57.1%"
34,3,Ardbeg,4,1,4,4,0,0,2,0,1,2,1,0,	PA42 7EB,141560,646220,49.0,Single Malt Scotch,95,20000.0,"Cask #3145 is the lighter in color, and the sweet notes that balance the smoke and seaweed are not as deeply caramelized as Cask #3542. I’m tasting hints of shortbread and caramel, which show through the peat smoke, tobacco, toasted nuts, firm spice notes (cinnamon, clove, and mint), and lingering brine. Very complex. 
Price listed includes the entire Double Barrel 1974 Vintage set.","Ardbeg, 1974 Vintage, Cask #3145, 49.9%"
35,3,Ardbeg,4,1,4,4,0,0,2,0,1,2,1,0,	PA42 7EB,141560,646220,54.0,Single Malt Scotch,95,70.0,"With the Ardbeg 17 year old off the market, it’s nice to see a new Ardbeg in the line-up. Uigeadail costs about the same as the Ardbeg 17 did but, with Uigeadail, you’re getting a much more interesting whisky. Uigeadail consists of a marriage of younger whisky (from 1990 and 1993) with much older whisky matured in sherry casks. The marriage works exceptionally well, with the younger whiskies providing the classic Ardbeg intensity many of us have come to expect, while the older whiskies contribute depth, maturity, and complexity. And bottling the whisky at cask-strength without chill-filtration ensures that none of the flavors are stripped out. This is an incredibly complex Islay whisky, with its bonfire smoke, brine, and peppered olive notes balanced by a taming sweetness of vanilla, marshmallow, and toffee. Interwoven notes of candied fruit and sugared almonds round out the palate. Incredibly long finish. 
","Ardbeg Uigeadail, 54.2%"
36,3,Ardbeg,4,1,4,4,0,0,2,0,1,2,1,0,	PA42 7EB,141560,646220,49.0,Single Malt Scotch,94,20000.0,"Cask #3524 is darker, with notes of sticky toffee pudding and chewy caramel that firmly support the polished leather, cigar box, roasted chestnut, smoked seaweed, tar, dark chocolate, and, on the finish, espresso. A meditative whisky. 
Price listed includes entire Double Barrel 1974 Vintage set.","Ardbeg, 1974 Vintage, Cask #3524, 49.9%"
37,3,Ardbeg,4,1,4,4,0,0,2,0,1,2,1,0,	PA42 7EB,141560,646220,46.0,Single Malt Scotch,93,55.0,"Straw-gold color. On the nose, sweet toffee, citrus notes, seaweed, and spice complement a powerful peat smoke infusion. In body, it is thick and oily. On the palate, a somewhat sweet maltiness up front is run over by a powerful peat smoke locomotive. Again, the whisky is enriched with citrus and pear notes, spice, and seaweed. The finish is powerful, long, and warming. The smoke lingers for minutes, if not hours. If you like your Ardbeg to go to a phenolic extreme, you will cherish this one. This big, powerful whisky makes no apologies for its Islay roots. And the fact that this whisky is bottled at 46% ABV just makes this big whisky even bigger.","Ardbeg, 10 year old, 46%"
38,3,Ardbeg,4,1,4,4,0,0,2,0,1,2,1,0,	PA42 7EB,141560,646220,,Single Malt Scotch,93,60.0,"Ardbeg's first standard release in nearly a decade, An Oa is matured in virgin oak, Pedro Ximénez, and bourbon barrels, with component whiskies married in the distillery's French oak 'Gathering Vat.' The nose offers sweet peat, smoky lemon rind, ginger, and angelica. A soft and sweet palate entry is followed by hot peat, black tea, peppery cloves, and aniseed. Black pepper lingers through the long, smoky finish.",Ardbeg An Oa
39,3,Ardbeg,4,1,4,4,0,0,2,0,1,2,1,0,	PA42 7EB,141560,646220,46.0,Single Malt Scotch,92,100.0,"Some of the best intensely smoky, peaty Islay whiskies are balanced with a foundation of malty sweetness. This whisky is an excellent example. A sinewy malt with the classic bold notes of kiln smoke, peat, tarry rope, and coal ash. Sweeter notes of honeyed malt, ripe vanilla, chocolate fudge, and toasted marshmallow temper and sooth the palate, along with background berry confit. The smoke lingers long on the palate. Ardbeg devotees will not be disappointed. 
","Ardbeg Airidh Nam Beist, 1990 Vintage, 46%"
40,3,Ardbeg,4,1,4,4,0,0,2,0,1,2,1,0,	PA42 7EB,141560,646220,51.0,Single Malt Scotch,92,95.0,"Similar to the standard Ardbeg 10 year old, except that a portion of the whisky was aged in heavily charred barrels (referred to as an “alligator” char). An aggressive whisky — even for Ardbeg — with a leathery texture throughout. Dynamic too, with coal tar, soot, bourbon barrel char, espresso, cocoa, licorice root, smoked fish, and a hint of ginger. There’s a nice creamy vanilla underbelly to balance the aggressiveness and (at least partially) muzzle the Alligator. ","Ardbeg Alligator, 51.2%"
41,3,Ardbeg,4,1,4,4,0,0,2,0,1,2,1,0,	PA42 7EB,141560,646220,52.0,Single Malt Scotch,91,100.0,"The follow-up to last year’s Ardbeg Day, here’s the cult distillery in its funkiest
guise with a nose that’s reminiscent (I’d imagine) of a frontier trading post:
all pitch, furs, and gun oil. Some mint hangs around in the background
alongside eucalyptus. This is an earthy, in-your-face Ardbeg with a hint of
box-fresh sneakers indicating some youthfulness. The mouth is thick and chewy:
wild mint, oily depths, and the slightly manic energy typical of Ardbeg’s young
years. Editor's Choice.","Ardbeg Ardbog, 52.1%"
42,3,Ardbeg,4,1,4,4,0,0,2,0,1,2,1,0,	PA42 7EB,141560,646220,55.0,Single Malt Scotch,91,160.0,"Pale and slightly flinty to start, with touches of Caol lla-style salt-washed rocks, but here there’s sweetness, while the smoke gives it a mezcal-like air; pears and burning wood (hot brake pads), minerality, then green olive and a light medicinal note. With water, sashimi-style cleanliness. The palate is rounded, with real olive oil, peppery sweetness, soot, and white chocolate. A real ‘palate whisky,’ filled with bare-faced bravado.  A great Ardbeg.","Ardbeg Supernova Committee bottling 2014, 55%"
43,3,Ardbeg,4,1,4,4,0,0,2,0,1,2,1,0,	PA42 7EB,141560,646220,54.0,Single Malt Scotch,91,160.0,"Apparently this is the final Supernova release and the Ardbeg team has ensured it goes out with all guns blazing. Although it seems calm initially—there’s a minty and sweet spicy element to the fore—the smoke begins to push through in the guise of creosote, then sootiness which, in turn, mingles with seaweed aromas. The peat dominates the palate but there is sufficient oiliness to round it out and add layers of smoked fish, and dried grasses. Farewell.","Ardbeg Supernova 2015 Release, 54.3%"
44,3,Ardbeg,4,1,4,4,0,0,2,0,1,2,1,0,	PA42 7EB,141560,646220,55.0,Single Malt Scotch,91,110.0,"This is the bigger, spicier, and more complex of the pair (see below). A prickly start leads to heavy peat smoke, pink and Szechuan peppercorns, vanilla, dark chocolate, angelica, then seaweed. The palate is oily, with a detonation of gunpowdery peat, licorice, smoked eel, and a feral edge that adds grunt. Layered and complex.","Ardbeg Dark Cove Committee Edition, 55%"
45,3,Ardbeg,4,1,4,4,0,0,2,0,1,2,1,0,	PA42 7EB,141560,646220,46.0,Single Malt Scotch,91,550.0,"This 23 year old expression was released for the Ardbeg Committee. It includes whisky matured in sherry and bourbon casks. Sweet asphalt, bonfire smoke, lemon sponge drizzled in iodine, and background cinnamon on the nose. Succulent, sherried, and chocolate-coated orchard fruits on the oily palate, with vanilla and sweet peat. The peat dries slowly in the finish, with developing licorice, kippers, and peppery oak","Ardbeg Twenty Something, 46.3%"
46,3,Ardbeg,4,1,4,4,0,0,2,0,1,2,1,0,	PA42 7EB,141560,646220,46.0,Single Malt Scotch,91,110.0,"The 2018 Ardbeg Day limited-edition bottling includes a proportion of spirit matured in red wine casks which have been heavily charred, leaving deep grooves in the surface of the oak. Fragrant soft smoke, warm leather, and salty red berries on the nose; background charcuterie. The palate offers red berry fruits, vanilla, dense peat smoke, brine, and asphalt. Beach bonfires and black pepper in the sweet finish.","Ardbeg Grooves, 46%"
47,3,Ardbeg,4,1,4,4,0,0,2,0,1,2,1,0,	PA42 7EB,141560,646220,46.0,Single Malt Scotch,90,65.0,"Pale white wine color. Smoky, youthful aroma. There’s no surprises here-it definitely smells like a young Ardbeg. Big beautiful explosion of smoky, tarry flavors that evolve and seem to linger on the palate indefinitely.   Style: Islay single malt Scotch whisky. Price: low $60s. Available nationwide. 
   This is the first Ardbeg release I've tasted since the distillery's long shut down in the 1980s. After the shut down, they discontinued their floor maltings, so I was concerned that it might not taste like the Ardbeg of old. Ardbeg fans can let out a big sigh of relief. This one is big and gutsy-just the way we like it. My only criticism of this particular release is that it could have used about one or two more years in oak to tame some of the spirity nature of the whisky. Otherwise, this is wonderful stuff!","Murray McDavid (Distilled at Ardbeg) 1990, 8 year old, 46%"
48,3,Ardbeg,4,1,4,4,0,0,2,0,1,2,1,0,	PA42 7EB,141560,646220,60.0,Single Malt Scotch,90,130.0,"Very dynamic, complex, and powerful. Here’s what I’m picking up, in somewhat descending order in taste profile: leafy smoke, coal tar, mocha fudge with dark chocolate chips, smoked olive, peppered seaweed salad, fruit (lemon, lime), genever, brine-tinged grass, and (with some coaxing) floral notes (violet?). Compared to last year’s debut release of Supernova, this one is certainly comparable, but I feel it’s a tad richer, with more leafy smoke and ripe barley. It also seems a bit more polished, less aggressive. I like it a little more than its predecessor (which I rated an 89).","Ardbeg Supernova (2010 Release), 60.1%"
49,3,Ardbeg,4,1,4,4,0,0,2,0,1,2,1,0,	PA42 7EB,141560,646220,47.0,Single Malt Scotch,90,100.0,"“Ardbeg in Perpetuum” would mean “Ardbeg forever.” It’s made up of a mélange of different casks: American oak, refill, French oak…and others. Intense, marine, with pineapple, wet moss, tar, cracked black pepper, and a nuttiness. The palate is oily, sweet, with smoked cream, balanced by a very pure acidity, then soot and char. Will the fact that it isn’t an extreme Ardbeg satisfy everyone? Probably not. Is it a bloody good session drink? Damn right it is. (200th anniversary bottling)","Ardbeg Perpetuum, 47.4%"
50,3,Ardbeg,4,1,4,4,0,0,2,0,1,2,1,0,	PA42 7EB,141560,646220,58.0,Single Malt Scotch,89,130.0,"Identifiably richer, fuller, and smokier on the nose when compared to other young Ardbegs. While still prominent, there’s slightly less brine and seaweed, more earthiness, tar, soot, espresso, tobacco, grass, and chocolate fudge. The same goes for the palate. It starts out like a “slightly more gutsy than normal” cask strength, young Ardbeg (e.g., Renaissance) and, if you go into this experience expecting to be totally blown away by peat, tar, and smoke, you might feel a bit under-challenged initially. But the peat eventually builds to a powerful, lava-like crescendo and you realize that this is no ordinary Ardbeg. The length of the finish is seemingly endless; bold and warming. Through all this, there’s a soft underbelly of ripe barley and a vanilla sweetness to balance at least some of the tar, heat, and smoke -- something I admire in many Ardbegs.
Bottom line: It’s an interesting, entertaining, and eye-opening experience. I like how mature it tastes for a relatively young whisky. But, like a whisky that shows just a bit too much sherry or oak, I think the extra peat, to a degree, masks the subtle complexities I admire in some other, lesser-peated Ardbegs, which is the only thing keeping me from scoring this whisky in the 90s. All smoky whisky enthusiasts should endeavor to try this at least once.","Ardbeg Supernova, 58.9%"
